"","reth","scheme","sex","year","cause","e0","cause_contribution","cause_contribution_months"
"798","latinx","Adair","male",2010,"Substance",79.6855393094469,-0.718062639049592,-8.6167516685951
"799","nhw","Adair","female",2011,"Substance",81.0559078234707,-0.51528885117358,-6.18346621408296
"800","nhw","Adair","male",2011,"Substance",76.3683150807214,-0.867715392549613,-10.4125847105954
"801","nhb","Adair","female",2011,"Substance",77.7747835111895,-0.279281482494426,-3.35137778993311
"802","nhb","Adair","male",2011,"Substance",71.691612316504,-0.484394339583744,-5.81273207500493
"803","latinx","Adair","female",2011,"Substance",84.6397629727617,-0.340233342941744,-4.08280011530093
"804","latinx","Adair","male",2011,"Substance",79.9619297837395,-0.758251203409543,-9.09901444091452
"805","nhw","Adair","female",2012,"Substance",81.1605632551706,-0.520750415090347,-6.24900498108417
"806","nhw","Adair","male",2012,"Substance",76.5098074861679,-0.875341325932638,-10.5040959111917
"807","nhb","Adair","female",2012,"Substance",78.0584103142106,-0.278481636190662,-3.34177963428795
"808","nhb","Adair","male",2012,"Substance",71.8070340366304,-0.479118649506148,-5.74942379407378
"809","latinx","Adair","female",2012,"Substance",84.6419038870435,-0.338289801129434,-4.05947761355321
"810","latinx","Adair","male",2012,"Substance",80.0079522616595,-0.760441684874195,-9.12530021849034
"811","nhw","Adair","female",2013,"Substance",81.1415073315867,-0.543856343223368,-6.52627611868041
"812","nhw","Adair","male",2013,"Substance",76.4669538826248,-0.914464228188734,-10.9735707382648
"813","nhb","Adair","female",2013,"Substance",78.0362380401684,-0.293744371119942,-3.52493245343931
"814","nhb","Adair","male",2013,"Substance",71.8283628933767,-0.533370288063026,-6.40044345675631
"815","latinx","Adair","female",2013,"Substance",84.6899921501619,-0.343774064582078,-4.12528877498494
"816","latinx","Adair","male",2013,"Substance",80.0609432187543,-0.781259565729073,-9.37511478874887
"817","nhw","Adair","female",2014,"Substance",81.2016592198798,-0.581661939127514,-6.97994326953017
"818","nhw","Adair","male",2014,"Substance",76.4948359810366,-0.976246699048289,-11.7149603885795
"819","nhb","Adair","female",2014,"Substance",78.1702149165092,-0.322246076693773,-3.86695292032528
"820","nhb","Adair","male",2014,"Substance",72.0423021711168,-0.55527092584542,-6.66325111014504
"821","latinx","Adair","female",2014,"Substance",84.8691691836429,-0.359491011984417,-4.31389214381301
"822","latinx","Adair","male",2014,"Substance",80.1821101927682,-0.824272445351795,-9.89126934422154
"823","nhw","Adair","female",2015,"Substance",81.0273200851816,-0.641004705678014,-7.69205646813617
"824","nhw","Adair","male",2015,"Substance",76.3332390614916,-1.08887532271324,-13.0665038725588
"825","nhb","Adair","female",2015,"Substance",78.107996370024,-0.348910816876156,-4.18692980251387
"826","nhb","Adair","male",2015,"Substance",71.7190474589254,-0.61885739501372,-7.42628874016464
"827","latinx","Adair","female",2015,"Substance",84.8104525043823,-0.379443705598732,-4.55332446718478
"828","latinx","Adair","male",2015,"Substance",80.0390792203371,-0.878305616863969,-10.5396674023676
"829","nhw","Adair","female",2016,"Substance",81.0688498147077,-0.713002166539056,-8.55602599846867
"830","nhw","Adair","male",2016,"Substance",76.1991587542719,-1.29307096639226,-15.5168515967072
"831","nhb","Adair","female",2016,"Substance",77.9696601136623,-0.40872822456474,-4.90473869477688
"832","nhb","Adair","male",2016,"Substance",71.4393504479836,-0.795028940442478,-9.54034728530974
"833","latinx","Adair","female",2016,"Substance",84.9136578277131,-0.39462584131752,-4.73551009581024
"834","latinx","Adair","male",2016,"Substance",80.0348065080726,-0.965159559853191,-11.5819147182383
"835","nhw","Adair","female",2017,"Substance",81.0178320411286,-0.767034379887022,-9.20441255864426
"836","nhw","Adair","male",2017,"Substance",76.1414679902183,-1.37542999437913,-16.5051599325496
"837","nhb","Adair","female",2017,"Substance",78.0777220837473,-0.451545243792268,-5.41854292550721
"838","nhb","Adair","male",2017,"Substance",71.3188000045829,-0.926721329821504,-11.120655957858
"839","latinx","Adair","female",2017,"Substance",84.943524552072,-0.402367812316015,-4.82841374779218
"840","latinx","Adair","male",2017,"Substance",79.9899144864707,-1.02400821687495,-12.2880986024994
"841","nhw","Adair","female",2018,"Substance",81.1699850345079,-0.742313135939199,-8.90775763127039
"842","nhw","Adair","male",2018,"Substance",76.3101125511254,-1.31342538645458,-15.761104637455
"843","nhb","Adair","female",2018,"Substance",78.163469915128,-0.453232227225342,-5.43878672670411
"844","nhb","Adair","male",2018,"Substance",71.3758666219555,-0.943380487598361,-11.3205658511803
"845","latinx","Adair","female",2018,"Substance",85.1021710819168,-0.404367342597752,-4.85240811117302
"846","latinx","Adair","male",2018,"Substance",80.0678568745441,-1.05529959293244,-12.6635951151893
"847","nhw","Adair","female",2019,"Substance",81.3674518762129,-0.747576364344098,-8.97091637212918
"848","nhw","Adair","male",2019,"Substance",76.4654828070975,-1.34633833519227,-16.1560600223073
"849","nhb","Adair","female",2019,"Substance",78.2759667813221,-0.515080806436231,-6.18096967723477
"850","nhb","Adair","male",2019,"Substance",71.4327785226768,-1.0717358678255,-12.8608304139059
"851","latinx","Adair","female",2019,"Substance",85.2512385174442,-0.429462036810065,-5.15354444172078
"852","latinx","Adair","male",2019,"Substance",80.1476677137057,-1.15834794677987,-13.9001753613584
"853","nhw","Adair","female",2020,"Substance",80.2121747443938,-0.899564493184812,-10.7947739182177
"854","nhw","Adair","male",2020,"Substance",74.9323460768662,-1.65515873221067,-19.861904786528
"855","nhb","Adair","female",2020,"Substance",75.5168175251525,-0.655937146810089,-7.87124576172107
"856","nhb","Adair","male",2020,"Substance",67.7944462115511,-1.34206063834863,-16.1047276601835
"857","latinx","Adair","female",2020,"Substance",82.3420817228026,-0.482775197623525,-5.7933023714823
"858","latinx","Adair","male",2020,"Substance",75.6218487269796,-1.28250758309811,-15.3900909971773
"859","nhw","Contributing","female",2010,"Substance",81.0958358509852,-0.467317509794583,-5.607810117535
"860","nhw","Contributing","male",2010,"Substance",76.3627105101001,-0.799760429777223,-9.59712515732667
"861","nhb","Contributing","female",2010,"Substance",77.643389616709,-0.253987530097746,-3.04785036117295
"862","nhb","Contributing","male",2010,"Substance",71.3974880681674,-0.450772883749494,-5.40927460499393
"863","latinx","Contributing","female",2010,"Substance",84.5704956077972,-0.300544165339133,-3.6065299840696
"864","latinx","Contributing","male",2010,"Substance",79.6855393094469,-0.707847740686148,-8.49417288823378
"865","nhw","Contributing","female",2011,"Substance",81.0559078234707,-0.499657220079698,-5.99588664095637
"866","nhw","Contributing","male",2011,"Substance",76.3683150807214,-0.84948501100429,-10.1938201320515
"867","nhb","Contributing","female",2011,"Substance",77.7747835111895,-0.268605484739496,-3.22326581687395
"868","nhb","Contributing","male",2011,"Substance",71.691612316504,-0.475397700990882,-5.70477241189059
"869","latinx","Contributing","female",2011,"Substance",84.6397629727617,-0.332757165467754,-3.99308598561305
"870","latinx","Contributing","male",2011,"Substance",79.9619297837395,-0.743329591831952,-8.91995510198342
"871","nhw","Contributing","female",2012,"Substance",81.1605632551706,-0.503340858579023,-6.04009030294827
"872","nhw","Contributing","male",2012,"Substance",76.5098074861679,-0.857053026596759,-10.2846363191611
"873","nhb","Contributing","female",2012,"Substance",78.0584103142106,-0.269146824816858,-3.22976189780229
"874","nhb","Contributing","male",2012,"Substance",71.8070340366304,-0.471935568114233,-5.6632268173708
"875","latinx","Contributing","female",2012,"Substance",84.6419038870435,-0.328727327715811,-3.94472793258973
"876","latinx","Contributing","male",2012,"Substance",80.0079522616595,-0.747292535564767,-8.96751042677721
"877","nhw","Contributing","female",2013,"Substance",81.1415073315867,-0.527335086076008,-6.32802103291209
"878","nhw","Contributing","male",2013,"Substance",76.4669538826248,-0.895563453691253,-10.746761444295
"879","nhb","Contributing","female",2013,"Substance",78.0362380401684,-0.282853320529128,-3.39423984634954
"880","nhb","Contributing","male",2013,"Substance",71.8283628933767,-0.523770501435351,-6.28524601722421
"881","latinx","Contributing","female",2013,"Substance",84.6899921501619,-0.333217264640879,-3.99860717569055
"882","latinx","Contributing","male",2013,"Substance",80.0609432187543,-0.766822771758029,-9.20187326109635
"883","nhw","Contributing","female",2014,"Substance",81.2016592198798,-0.5629300989619,-6.7551611875428
"884","nhw","Contributing","male",2014,"Substance",76.4948359810366,-0.955421551573991,-11.4650586188879
"885","nhb","Contributing","female",2014,"Substance",78.1702149165092,-0.308764259879226,-3.70517111855071
"886","nhb","Contributing","male",2014,"Substance",72.0423021711168,-0.543067515092645,-6.51681018111174
"887","latinx","Contributing","female",2014,"Substance",84.8691691836429,-0.34890285264234,-4.18683423170808
"888","latinx","Contributing","male",2014,"Substance",80.1821101927682,-0.809705875321285,-9.71647050385542
"889","nhw","Contributing","female",2015,"Substance",81.0273200851816,-0.622832749423907,-7.47399299308688
"890","nhw","Contributing","male",2015,"Substance",76.3332390614916,-1.06794542368384,-12.8153450842061
"891","nhb","Contributing","female",2015,"Substance",78.107996370024,-0.336730071430409,-4.04076085716491
"892","nhb","Contributing","male",2015,"Substance",71.7190474589254,-0.605770184525753,-7.26924221430903
"893","latinx","Contributing","female",2015,"Substance",84.8104525043823,-0.369705839801782,-4.43647007762138
"894","latinx","Contributing","male",2015,"Substance",80.0390792203371,-0.861976320780173,-10.3437158493621
"895","nhw","Contributing","female",2016,"Substance",81.0688498147077,-0.694471912943655,-8.33366295532386
"896","nhw","Contributing","male",2016,"Substance",76.1991587542719,-1.2689809050066,-15.2277708600792
"897","nhb","Contributing","female",2016,"Substance",77.9696601136623,-0.395194266903843,-4.74233120284612
"898","nhb","Contributing","male",2016,"Substance",71.4393504479836,-0.781583668523382,-9.37900402228058
"899","latinx","Contributing","female",2016,"Substance",84.9136578277131,-0.383690685488659,-4.60428822586391
"900","latinx","Contributing","male",2016,"Substance",80.0348065080726,-0.946041378340837,-11.35249654009
"901","nhw","Contributing","female",2017,"Substance",81.0178320411286,-0.747059296712536,-8.96471156055043
"902","nhw","Contributing","male",2017,"Substance",76.1414679902183,-1.34932283157833,-16.19187397894
"903","nhb","Contributing","female",2017,"Substance",78.0777220837473,-0.43825754624558,-5.25909055494697
"904","nhb","Contributing","male",2017,"Substance",71.3188000045829,-0.908847232219955,-10.9061667866395
"905","latinx","Contributing","female",2017,"Substance",84.943524552072,-0.390832667816795,-4.68999201380154
"906","latinx","Contributing","male",2017,"Substance",79.9899144864707,-1.00433701964954,-12.0520442357945
"907","nhw","Contributing","female",2018,"Substance",81.1699850345079,-0.723203338842026,-8.67844006610432
"908","nhw","Contributing","male",2018,"Substance",76.3101125511254,-1.28727198544318,-15.4472638253182
"909","nhb","Contributing","female",2018,"Substance",78.163469915128,-0.438895369349254,-5.26674443219105
"910","nhb","Contributing","male",2018,"Substance",71.3758666219555,-0.925657507167642,-11.1078900860117
"911","latinx","Contributing","female",2018,"Substance",85.1021710819168,-0.393551961438476,-4.72262353726171
"912","latinx","Contributing","male",2018,"Substance",80.0678568745441,-1.0327589993867,-12.3931079926404
"913","nhw","Contributing","female",2019,"Substance",81.3674518762129,-0.729529521836128,-8.75435426203353
"914","nhw","Contributing","male",2019,"Substance",76.4654828070975,-1.31763208449374,-15.8115850139249
"915","nhb","Contributing","female",2019,"Substance",78.2759667813221,-0.498817588880968,-5.98581106657161
"916","nhb","Contributing","male",2019,"Substance",71.4327785226768,-1.05202781540243,-12.6243337848291
"917","latinx","Contributing","female",2019,"Substance",85.2512385174442,-0.418197700967397,-5.01837241160877
"918","latinx","Contributing","male",2019,"Substance",80.1476677137057,-1.12898972108849,-13.5478766530618
"919","nhw","Contributing","female",2020,"Substance",80.2121747443938,-0.874721012389372,-10.4966521486725
"920","nhw","Contributing","male",2020,"Substance",74.9323460768662,-1.6118858254718,-19.3426299056616
"921","nhb","Contributing","female",2020,"Substance",75.5168175251525,-0.629850801016573,-7.55820961219888
"922","nhb","Contributing","male",2020,"Substance",67.7944462115511,-1.31153106487197,-15.7383727784637
"923","latinx","Contributing","female",2020,"Substance",82.3420817228026,-0.466921173691333,-5.60305408429599
"924","latinx","Contributing","male",2020,"Substance",75.6218487269796,-1.23973886753977,-14.8768664104772
"925","nhw","Underlying","female",2010,"Substance",81.0958358509852,-0.480891574424192,-5.7706988930903
"926","nhw","Underlying","male",2010,"Substance",76.3627105101001,-0.816391844558424,-9.79670213470109
"927","nhb","Underlying","female",2010,"Substance",77.643389616709,-0.262983651781767,-3.1558038213812
"928","nhb","Underlying","male",2010,"Substance",71.3974880681674,-0.458279336072522,-5.49935203287026
"929","latinx","Underlying","female",2010,"Substance",84.5704956077972,-0.308469976392587,-3.70163971671104
"930","latinx","Underlying","male",2010,"Substance",79.6855393094469,-0.718062639049592,-8.6167516685951
"931","nhw","Underlying","female",2011,"Substance",81.0559078234707,-0.51528885117358,-6.18346621408296
"932","nhw","Underlying","male",2011,"Substance",76.3683150807214,-0.867715392549613,-10.4125847105954
"933","nhb","Underlying","female",2011,"Substance",77.7747835111895,-0.279281482494426,-3.35137778993311
"934","nhb","Underlying","male",2011,"Substance",71.691612316504,-0.484394339583744,-5.81273207500493
"935","latinx","Underlying","female",2011,"Substance",84.6397629727617,-0.340233342941744,-4.08280011530093
"936","latinx","Underlying","male",2011,"Substance",79.9619297837395,-0.758251203409543,-9.09901444091452
"937","nhw","Underlying","female",2012,"Substance",81.1605632551706,-0.520750415090347,-6.24900498108417
"938","nhw","Underlying","male",2012,"Substance",76.5098074861679,-0.875341325932638,-10.5040959111917
"939","nhb","Underlying","female",2012,"Substance",78.0584103142106,-0.278481636190662,-3.34177963428795
"940","nhb","Underlying","male",2012,"Substance",71.8070340366304,-0.479118649506148,-5.74942379407378
"941","latinx","Underlying","female",2012,"Substance",84.6419038870435,-0.338289801129434,-4.05947761355321
"942","latinx","Underlying","male",2012,"Substance",80.0079522616595,-0.760441684874195,-9.12530021849034
"943","nhw","Underlying","female",2013,"Substance",81.1415073315867,-0.543856343223368,-6.52627611868041
"944","nhw","Underlying","male",2013,"Substance",76.4669538826248,-0.914464228188734,-10.9735707382648
"945","nhb","Underlying","female",2013,"Substance",78.0362380401684,-0.293744371119942,-3.52493245343931
"946","nhb","Underlying","male",2013,"Substance",71.8283628933767,-0.533370288063026,-6.40044345675631
"947","latinx","Underlying","female",2013,"Substance",84.6899921501619,-0.343774064582078,-4.12528877498494
"948","latinx","Underlying","male",2013,"Substance",80.0609432187543,-0.781259565729073,-9.37511478874887
"949","nhw","Underlying","female",2014,"Substance",81.2016592198798,-0.581661939127514,-6.97994326953017
"950","nhw","Underlying","male",2014,"Substance",76.4948359810366,-0.976246699048289,-11.7149603885795
"951","nhb","Underlying","female",2014,"Substance",78.1702149165092,-0.322246076693773,-3.86695292032528
"952","nhb","Underlying","male",2014,"Substance",72.0423021711168,-0.55527092584542,-6.66325111014504
"953","latinx","Underlying","female",2014,"Substance",84.8691691836429,-0.359491011984417,-4.31389214381301
"954","latinx","Underlying","male",2014,"Substance",80.1821101927682,-0.824272445351795,-9.89126934422154
"955","nhw","Underlying","female",2015,"Substance",81.0273200851816,-0.641004705678014,-7.69205646813617
"956","nhw","Underlying","male",2015,"Substance",76.3332390614916,-1.08887532271324,-13.0665038725588
"957","nhb","Underlying","female",2015,"Substance",78.107996370024,-0.348910816876156,-4.18692980251387
"958","nhb","Underlying","male",2015,"Substance",71.7190474589254,-0.61885739501372,-7.42628874016464
"959","latinx","Underlying","female",2015,"Substance",84.8104525043823,-0.379443705598732,-4.55332446718478
"960","latinx","Underlying","male",2015,"Substance",80.0390792203371,-0.878305616863969,-10.5396674023676
"961","nhw","Underlying","female",2016,"Substance",81.0688498147077,-0.713002166539056,-8.55602599846867
"962","nhw","Underlying","male",2016,"Substance",76.1991587542719,-1.29307096639226,-15.5168515967072
"963","nhb","Underlying","female",2016,"Substance",77.9696601136623,-0.40872822456474,-4.90473869477688
"964","nhb","Underlying","male",2016,"Substance",71.4393504479836,-0.795028940442478,-9.54034728530974
"965","latinx","Underlying","female",2016,"Substance",84.9136578277131,-0.39462584131752,-4.73551009581024
"966","latinx","Underlying","male",2016,"Substance",80.0348065080726,-0.965159559853191,-11.5819147182383
"967","nhw","Underlying","female",2017,"Substance",81.0178320411286,-0.767034379887022,-9.20441255864426
"968","nhw","Underlying","male",2017,"Substance",76.1414679902183,-1.37542999437913,-16.5051599325496
"969","nhb","Underlying","female",2017,"Substance",78.0777220837473,-0.451545243792268,-5.41854292550721
"970","nhb","Underlying","male",2017,"Substance",71.3188000045829,-0.926721329821504,-11.120655957858
"971","latinx","Underlying","female",2017,"Substance",84.943524552072,-0.402367812316015,-4.82841374779218
"972","latinx","Underlying","male",2017,"Substance",79.9899144864707,-1.02400821687495,-12.2880986024994
"973","nhw","Underlying","female",2018,"Substance",81.1699850345079,-0.742313135939199,-8.90775763127039
"974","nhw","Underlying","male",2018,"Substance",76.3101125511254,-1.31342538645458,-15.761104637455
"975","nhb","Underlying","female",2018,"Substance",78.163469915128,-0.453232227225342,-5.43878672670411
"976","nhb","Underlying","male",2018,"Substance",71.3758666219555,-0.943380487598361,-11.3205658511803
"977","latinx","Underlying","female",2018,"Substance",85.1021710819168,-0.404367342597752,-4.85240811117302
"978","latinx","Underlying","male",2018,"Substance",80.0678568745441,-1.05529959293244,-12.6635951151893
"979","nhw","Underlying","female",2019,"Substance",81.3674518762129,-0.747576364344098,-8.97091637212918
"980","nhw","Underlying","male",2019,"Substance",76.4654828070975,-1.34633833519227,-16.1560600223073
"981","nhb","Underlying","female",2019,"Substance",78.2759667813221,-0.515080806436231,-6.18096967723477
"982","nhb","Underlying","male",2019,"Substance",71.4327785226768,-1.0717358678255,-12.8608304139059
"983","latinx","Underlying","female",2019,"Substance",85.2512385174442,-0.429462036810065,-5.15354444172078
"984","latinx","Underlying","male",2019,"Substance",80.1476677137057,-1.15834794677987,-13.9001753613584
"985","nhw","Underlying","female",2020,"Substance",80.2121747443938,-0.899564493184812,-10.7947739182177
"986","nhw","Underlying","male",2020,"Substance",74.9323460768662,-1.65515873221067,-19.861904786528
"987","nhb","Underlying","female",2020,"Substance",75.5168175251525,-0.655937146810089,-7.87124576172107
"988","nhb","Underlying","male",2020,"Substance",67.7944462115511,-1.34206063834863,-16.1047276601835
"989","latinx","Underlying","female",2020,"Substance",82.3420817228026,-0.482775197623525,-5.7933023714823
"990","latinx","Underlying","male",2020,"Substance",75.6218487269796,-1.28250758309811,-15.3900909971773
"991","nhw","Masters","female",2010,"Cancers",81.0958358509852,-3.04272133124267,-36.5126559749121
"992","nhw","Masters","male",2010,"Cancers",76.3627105101001,-3.19910839327392,-38.389300719287
"993","nhb","Masters","female",2010,"Cancers",77.643389616709,-3.23502378597985,-38.8202854317582
"994","nhb","Masters","male",2010,"Cancers",71.3974880681674,-3.4646472859862,-41.5757674318344
"995","latinx","Masters","female",2010,"Cancers",84.5704956077972,-2.43723547734221,-29.2468257281066
"996","latinx","Masters","male",2010,"Cancers",79.6855393094469,-2.85429553554765,-34.2515464265718
"997","nhw","Masters","female",2011,"Cancers",81.0559078234707,-2.98072752661189,-35.7687303193426
"998","nhw","Masters","male",2011,"Cancers",76.3683150807214,-3.13966288952273,-37.6759546742727
"999","nhb","Masters","female",2011,"Cancers",77.7747835111895,-3.25882822021528,-39.1059386425833
"1000","nhb","Masters","male",2011,"Cancers",71.691612316504,-3.44801100692058,-41.376132083047
"1001","latinx","Masters","female",2011,"Cancers",84.6397629727617,-2.41713131564566,-29.0055757877479
"1002","latinx","Masters","male",2011,"Cancers",79.9619297837395,-2.90865352849367,-34.9038423419241
"1003","nhw","Masters","female",2012,"Cancers",81.1605632551706,-2.9788648201162,-35.7463778413944
"1004","nhw","Masters","male",2012,"Cancers",76.5098074861679,-3.13594795008842,-37.6313754010611
"1005","nhb","Masters","female",2012,"Cancers",78.0584103142106,-3.2141429395656,-38.5697152747873
"1006","nhb","Masters","male",2012,"Cancers",71.8070340366304,-3.36762253637939,-40.4114704365526
"1007","latinx","Masters","female",2012,"Cancers",84.6419038870435,-2.46634308030099,-29.5961169636118
"1008","latinx","Masters","male",2012,"Cancers",80.0079522616595,-2.84361658369302,-34.1233990043162
"1009","nhw","Masters","female",2013,"Cancers",81.1415073315867,-2.93199984631147,-35.1839981557376
"1010","nhw","Masters","male",2013,"Cancers",76.4669538826248,-3.07018122311189,-36.8421746773427
"1011","nhb","Masters","female",2013,"Cancers",78.0362380401684,-3.14839994483673,-37.7807993380407
"1012","nhb","Masters","male",2013,"Cancers",71.8283628933767,-3.29492978881453,-39.5391574657743
"1013","latinx","Masters","female",2013,"Cancers",84.6899921501619,-2.42420358205909,-29.0904429847091
"1014","latinx","Masters","male",2013,"Cancers",80.0609432187543,-2.78832006818394,-33.4598408182072
"1015","nhw","Masters","female",2014,"Cancers",81.2016592198798,-2.93268195061009,-35.1921834073211
"1016","nhw","Masters","male",2014,"Cancers",76.4948359810366,-3.06315149636455,-36.7578179563747
"1017","nhb","Masters","female",2014,"Cancers",78.1702149165092,-3.16003243823873,-37.9203892588648
"1018","nhb","Masters","male",2014,"Cancers",72.0423021711168,-3.24793546314774,-38.9752255577729
"1019","latinx","Masters","female",2014,"Cancers",84.8691691836429,-2.44899461836366,-29.3879354203639
"1020","latinx","Masters","male",2014,"Cancers",80.1821101927682,-2.79319683424609,-33.5183620109531
"1021","nhw","Masters","female",2015,"Cancers",81.0273200851816,-2.85331794348359,-34.2398153218031
"1022","nhw","Masters","male",2015,"Cancers",76.3332390614916,-2.98036050276298,-35.7643260331557
"1023","nhb","Masters","female",2015,"Cancers",78.107996370024,-3.0753925925913,-36.9047111110956
"1024","nhb","Masters","male",2015,"Cancers",71.7190474589254,-3.13379105071667,-37.6054926086
"1025","latinx","Masters","female",2015,"Cancers",84.8104525043823,-2.39687026224151,-28.7624431468981
"1026","latinx","Masters","male",2015,"Cancers",80.0390792203371,-2.72670582094241,-32.720469851309
"1027","nhw","Masters","female",2016,"Cancers",81.0688498147077,-2.84278975574385,-34.1134770689262
"1028","nhw","Masters","male",2016,"Cancers",76.1991587542719,-2.94093179131006,-35.2911814957208
"1029","nhb","Masters","female",2016,"Cancers",77.9696601136623,-3.06909530669844,-36.8291436803813
"1030","nhb","Masters","male",2016,"Cancers",71.4393504479836,-3.04376915018358,-36.5252298022029
"1031","latinx","Masters","female",2016,"Cancers",84.9136578277131,-2.42138683877128,-29.0566420652554
"1032","latinx","Masters","male",2016,"Cancers",80.0348065080726,-2.74189008865559,-32.9026810638671
"1033","nhw","Masters","female",2017,"Cancers",81.0178320411286,-2.77410408642452,-33.2892490370942
"1034","nhw","Masters","male",2017,"Cancers",76.1414679902183,-2.85080764247583,-34.2096917097099
"1035","nhb","Masters","female",2017,"Cancers",78.0777220837473,-2.99648637471388,-35.9578364965666
"1036","nhb","Masters","male",2017,"Cancers",71.3188000045829,-2.94846255136977,-35.3815506164373
"1037","latinx","Masters","female",2017,"Cancers",84.943524552072,-2.41617551828757,-28.9941062194509
"1038","latinx","Masters","male",2017,"Cancers",79.9899144864707,-2.65385430554781,-31.8462516665737
"1039","nhw","Masters","female",2018,"Cancers",81.1699850345079,-2.73933548942104,-32.8720258730525
"1040","nhw","Masters","male",2018,"Cancers",76.3101125511254,-2.8215263680258,-33.8583164163096
"1041","nhb","Masters","female",2018,"Cancers",78.163469915128,-2.9531692437546,-35.4380309250552
"1042","nhb","Masters","male",2018,"Cancers",71.3758666219555,-2.85019848494527,-34.2023818193432
"1043","latinx","Masters","female",2018,"Cancers",85.1021710819168,-2.41221317226231,-28.9465580671477
"1044","latinx","Masters","male",2018,"Cancers",80.0678568745441,-2.63585440865363,-31.6302529038435
"1045","nhw","Masters","female",2019,"Cancers",81.3674518762129,-2.71213135464211,-32.5455762557053
"1046","nhw","Masters","male",2019,"Cancers",76.4654828070975,-2.7830628274576,-33.3967539294912
"1047","nhb","Masters","female",2019,"Cancers",78.2759667813221,-2.95201402562267,-35.4241683074721
"1048","nhb","Masters","male",2019,"Cancers",71.4327785226768,-2.85442610195255,-34.2531132234307
"1049","latinx","Masters","female",2019,"Cancers",85.2512385174442,-2.42143883004809,-29.0572659605771
"1050","latinx","Masters","male",2019,"Cancers",80.1476677137057,-2.61985192229986,-31.4382230675983
"1051","nhw","Masters","female",2020,"Cancers",80.2121747443938,-2.46483393517806,-29.5780072221368
"1052","nhw","Masters","male",2020,"Cancers",74.9323460768662,-2.42681609725516,-29.1217931670619
"1053","nhb","Masters","female",2020,"Cancers",75.5168175251525,-2.36412411076152,-28.3694893291383
"1054","nhb","Masters","male",2020,"Cancers",67.7944462115511,-2.02080144141814,-24.2496172970177
"1055","latinx","Masters","female",2020,"Cancers",82.3420817228026,-1.96188139179816,-23.5425767015779
"1056","latinx","Masters","male",2020,"Cancers",75.6218487269796,-1.80409675430197,-21.6491610516236
"1057","nhw","Acosta","female",2010,"Cancers",81.0958358509852,-2.41125097062788,-28.9350116475345
"1058","nhw","Acosta","male",2010,"Cancers",76.3627105101001,-2.32009739450911,-27.8411687341093
"1059","nhb","Acosta","female",2010,"Cancers",77.643389616709,-2.39658727235008,-28.7590472682009
"1060","nhb","Acosta","male",2010,"Cancers",71.3974880681674,-2.33929988955018,-28.0715986746021
"1061","latinx","Acosta","female",2010,"Cancers",84.5704956077972,-1.68276213037576,-20.1931455645092
"1062","latinx","Acosta","male",2010,"Cancers",79.6855393094469,-1.79190925920901,-21.5029111105081
"1063","nhw","Acosta","female",2011,"Cancers",81.0559078234707,-2.3642668514273,-28.3712022171276
"1064","nhw","Acosta","male",2011,"Cancers",76.3683150807214,-2.27118171834738,-27.2541806201685
"1065","nhb","Acosta","female",2011,"Cancers",77.7747835111895,-2.40971188951478,-28.9165426741774
"1066","nhb","Acosta","male",2011,"Cancers",71.691612316504,-2.34138379545077,-28.0966055454092
"1067","latinx","Acosta","female",2011,"Cancers",84.6397629727617,-1.66692376731164,-20.0030852077397
"1068","latinx","Acosta","male",2011,"Cancers",79.9619297837395,-1.81155444358555,-21.7386533230266
"1069","nhw","Acosta","female",2012,"Cancers",81.1605632551706,-2.35546826053852,-28.2656191264622
"1070","nhw","Acosta","male",2012,"Cancers",76.5098074861679,-2.25505984410913,-27.0607181293095
"1071","nhb","Acosta","female",2012,"Cancers",78.0584103142106,-2.38391211832321,-28.6069454198785
"1072","nhb","Acosta","male",2012,"Cancers",71.8070340366304,-2.27793909983008,-27.3352691979609
"1073","latinx","Acosta","female",2012,"Cancers",84.6419038870435,-1.72242667961277,-20.6691201553532
"1074","latinx","Acosta","male",2012,"Cancers",80.0079522616595,-1.77159647082362,-21.2591576498835
"1075","nhw","Acosta","female",2013,"Cancers",81.1415073315867,-2.31641222229258,-27.796946667511
"1076","nhw","Acosta","male",2013,"Cancers",76.4669538826248,-2.19935409899706,-26.3922491879648
"1077","nhb","Acosta","female",2013,"Cancers",78.0362380401684,-2.34144452827474,-28.0973343392968
"1078","nhb","Acosta","male",2013,"Cancers",71.8283628933767,-2.21118863741506,-26.5342636489808
"1079","latinx","Acosta","female",2013,"Cancers",84.6899921501619,-1.68248362866348,-20.1898035439617
"1080","latinx","Acosta","male",2013,"Cancers",80.0609432187543,-1.7321506869507,-20.7858082434084
"1081","nhw","Acosta","female",2014,"Cancers",81.2016592198798,-2.30629507033717,-27.6755408440461
"1082","nhw","Acosta","male",2014,"Cancers",76.4948359810366,-2.18976387499322,-26.2771664999186
"1083","nhb","Acosta","female",2014,"Cancers",78.1702149165092,-2.35018029709002,-28.2021635650802
"1084","nhb","Acosta","male",2014,"Cancers",72.0423021711168,-2.18444268314512,-26.2133121977415
"1085","latinx","Acosta","female",2014,"Cancers",84.8691691836429,-1.70077284573057,-20.4092741487668
"1086","latinx","Acosta","male",2014,"Cancers",80.1821101927682,-1.73332428640445,-20.7998914368534
"1087","nhw","Acosta","female",2015,"Cancers",81.0273200851816,-2.23831509190855,-26.8597811029026
