"","reth","scheme","sex","year","cause","e0","cause_contribution","cause_contribution_months"
"1327","nhw","Masters","female",2011,"Respiratory",81.0559078234707,-0.948563362071909,-11.3827603448629
"1328","nhw","Masters","male",2011,"Respiratory",76.3683150807214,-0.843231651253532,-10.1187798150424
"1329","nhb","Masters","female",2011,"Respiratory",77.7747835111895,-0.632295869103714,-7.58755042924457
"1330","nhb","Masters","male",2011,"Respiratory",71.691612316504,-0.685621030776772,-8.22745236932127
"1331","latinx","Masters","female",2011,"Respiratory",84.6397629727617,-0.619052314749652,-7.42862777699582
"1332","latinx","Masters","male",2011,"Respiratory",79.9619297837395,-0.714886482236253,-8.57863778683503
"1333","nhw","Masters","female",2012,"Respiratory",81.1605632551706,-0.933650288237729,-11.2038034588527
"1334","nhw","Masters","male",2012,"Respiratory",76.5098074861679,-0.813938902771497,-9.76726683325796
"1335","nhb","Masters","female",2012,"Respiratory",78.0584103142106,-0.614910498731192,-7.3789259847743
"1336","nhb","Masters","male",2012,"Respiratory",71.8070340366304,-0.66957935206581,-8.03495222478972
"1337","latinx","Masters","female",2012,"Respiratory",84.6419038870435,-0.56401303833286,-6.76815645999432
"1338","latinx","Masters","male",2012,"Respiratory",80.0079522616595,-0.646948189886672,-7.76337827864006
"1339","nhw","Masters","female",2013,"Respiratory",81.1415073315867,-0.98107457033079,-11.7728948439695
"1340","nhw","Masters","male",2013,"Respiratory",76.4669538826248,-0.847955348979141,-10.1754641877497
"1341","nhb","Masters","female",2013,"Respiratory",78.0362380401684,-0.659002684923806,-7.90803221908567
"1342","nhb","Masters","male",2013,"Respiratory",71.8283628933767,-0.697534082065786,-8.37040898478944
"1343","latinx","Masters","female",2013,"Respiratory",84.6899921501619,-0.591533033137921,-7.09839639765505
"1344","latinx","Masters","male",2013,"Respiratory",80.0609432187543,-0.707968013855861,-8.49561616627034
"1345","nhw","Masters","female",2014,"Respiratory",81.2016592198798,-0.969145920372725,-11.6297510444727
"1346","nhw","Masters","male",2014,"Respiratory",76.4948359810366,-0.840253305011572,-10.0830396601389
"1347","nhb","Masters","female",2014,"Respiratory",78.1702149165092,-0.655802909206116,-7.86963491047339
"1348","nhb","Masters","male",2014,"Respiratory",72.0423021711168,-0.683080229077419,-8.19696274892902
"1349","latinx","Masters","female",2014,"Respiratory",84.8691691836429,-0.608694754660547,-7.30433705592657
"1350","latinx","Masters","male",2014,"Respiratory",80.1821101927682,-0.6842470081328,-8.2109640975936
"1351","nhw","Masters","female",2015,"Respiratory",81.0273200851816,-0.979715066350636,-11.7565807962076
"1352","nhw","Masters","male",2015,"Respiratory",76.3332390614916,-0.833587568519434,-10.0030508222332
"1353","nhb","Masters","female",2015,"Respiratory",78.107996370024,-0.649756342474376,-7.79707610969251
"1354","nhb","Masters","male",2015,"Respiratory",71.7190474589254,-0.690014277246078,-8.28017132695294
"1355","latinx","Masters","female",2015,"Respiratory",84.8104525043823,-0.577339062112415,-6.92806874534898
"1356","latinx","Masters","male",2015,"Respiratory",80.0390792203371,-0.633990636192195,-7.60788763430634
"1357","nhw","Masters","female",2016,"Respiratory",81.0688498147077,-0.958370288711706,-11.5004434645405
"1358","nhw","Masters","male",2016,"Respiratory",76.1991587542719,-0.820277658533072,-9.84333190239687
"1359","nhb","Masters","female",2016,"Respiratory",77.9696601136623,-0.661477082491785,-7.93772498990143
"1360","nhb","Masters","male",2016,"Respiratory",71.4393504479836,-0.684992000530855,-8.21990400637026
"1361","latinx","Masters","female",2016,"Respiratory",84.9136578277131,-0.555561822418326,-6.66674186901992
"1362","latinx","Masters","male",2016,"Respiratory",80.0348065080726,-0.651118709921477,-7.81342451905772
"1363","nhw","Masters","female",2017,"Respiratory",81.0178320411286,-0.978255859243845,-11.7390703109261
"1364","nhw","Masters","male",2017,"Respiratory",76.1414679902183,-0.820089008166704,-9.84106809800045
"1365","nhb","Masters","female",2017,"Respiratory",78.0777220837473,-0.668257626685914,-8.01909152023097
"1366","nhb","Masters","male",2017,"Respiratory",71.3188000045829,-0.66535736313898,-7.98428835766777
"1367","latinx","Masters","female",2017,"Respiratory",84.943524552072,-0.595845817763234,-7.15014981315881
"1368","latinx","Masters","male",2017,"Respiratory",79.9899144864707,-0.612758365356115,-7.35310038427338
"1369","nhw","Masters","female",2018,"Respiratory",81.1699850345079,-0.974273210417536,-11.6912785250104
"1370","nhw","Masters","male",2018,"Respiratory",76.3101125511254,-0.836692704099875,-10.0403124491985
"1371","nhb","Masters","female",2018,"Respiratory",78.163469915128,-0.700843111589435,-8.41011733907322
"1372","nhb","Masters","male",2018,"Respiratory",71.3758666219555,-0.688870723035009,-8.26644867642011
"1373","latinx","Masters","female",2018,"Respiratory",85.1021710819168,-0.595494647292156,-7.14593576750588
"1374","latinx","Masters","male",2018,"Respiratory",80.0678568745441,-0.640928242739392,-7.6911389128727
"1375","nhw","Masters","female",2019,"Respiratory",81.3674518762129,-0.937569572132773,-11.2508348655933
"1376","nhw","Masters","male",2019,"Respiratory",76.4654828070975,-0.788636621328067,-9.4636394559368
"1377","nhb","Masters","female",2019,"Respiratory",78.2759667813221,-0.657839959409969,-7.89407951291963
"1378","nhb","Masters","male",2019,"Respiratory",71.4327785226768,-0.666050505073116,-7.99260606087739
"1379","latinx","Masters","female",2019,"Respiratory",85.2512385174442,-0.53790922269306,-6.45491067231671
"1380","latinx","Masters","male",2019,"Respiratory",80.1476677137057,-0.618632284814069,-7.42358741776883
"1381","nhw","Masters","female",2020,"Respiratory",80.2121747443938,-0.798564294344956,-9.58277153213947
"1382","nhw","Masters","male",2020,"Respiratory",74.9323460768662,-0.677353218639382,-8.12823862367259
"1383","nhb","Masters","female",2020,"Respiratory",75.5168175251525,-0.577010811127622,-6.92412973353146
"1384","nhb","Masters","male",2020,"Respiratory",67.7944462115511,-0.539315692223241,-6.47178830667889
"1385","latinx","Masters","female",2020,"Respiratory",82.3420817228026,-0.435852802796219,-5.23023363355463
"1386","latinx","Masters","male",2020,"Respiratory",75.6218487269796,-0.433824877113238,-5.20589852535886
"1387","nhw","Acosta","female",2010,"Respiratory",81.0958358509852,-0.925355085259469,-11.1042610231136
"1388","nhw","Acosta","male",2010,"Respiratory",76.3627105101001,-0.812674906478378,-9.75209887774054
"1389","nhb","Acosta","female",2010,"Respiratory",77.643389616709,-0.595875628950154,-7.15050754740184
"1390","nhb","Acosta","male",2010,"Respiratory",71.3974880681674,-0.653239334761395,-7.83887201713674
"1391","latinx","Acosta","female",2010,"Respiratory",84.5704956077972,-0.601524999963473,-7.21829999956168
"1392","latinx","Acosta","male",2010,"Respiratory",79.6855393094469,-0.7124140591268,-8.5489687095216
"1393","nhw","Acosta","female",2011,"Respiratory",81.0559078234707,-0.948563362071909,-11.3827603448629
"1394","nhw","Acosta","male",2011,"Respiratory",76.3683150807214,-0.843231651253532,-10.1187798150424
"1395","nhb","Acosta","female",2011,"Respiratory",77.7747835111895,-0.632295869103714,-7.58755042924457
"1396","nhb","Acosta","male",2011,"Respiratory",71.691612316504,-0.685621030776772,-8.22745236932127
"1397","latinx","Acosta","female",2011,"Respiratory",84.6397629727617,-0.619052314749652,-7.42862777699582
"1398","latinx","Acosta","male",2011,"Respiratory",79.9619297837395,-0.714886482236253,-8.57863778683503
"1399","nhw","Acosta","female",2012,"Respiratory",81.1605632551706,-0.933650288237729,-11.2038034588527
"1400","nhw","Acosta","male",2012,"Respiratory",76.5098074861679,-0.813938902771497,-9.76726683325796
"1401","nhb","Acosta","female",2012,"Respiratory",78.0584103142106,-0.614910498731192,-7.3789259847743
"1402","nhb","Acosta","male",2012,"Respiratory",71.8070340366304,-0.66957935206581,-8.03495222478972
"1403","latinx","Acosta","female",2012,"Respiratory",84.6419038870435,-0.56401303833286,-6.76815645999432
"1404","latinx","Acosta","male",2012,"Respiratory",80.0079522616595,-0.646948189886672,-7.76337827864006
"1405","nhw","Acosta","female",2013,"Respiratory",81.1415073315867,-0.98107457033079,-11.7728948439695
"1406","nhw","Acosta","male",2013,"Respiratory",76.4669538826248,-0.847955348979141,-10.1754641877497
"1407","nhb","Acosta","female",2013,"Respiratory",78.0362380401684,-0.659002684923806,-7.90803221908567
"1408","nhb","Acosta","male",2013,"Respiratory",71.8283628933767,-0.697534082065786,-8.37040898478944
"1409","latinx","Acosta","female",2013,"Respiratory",84.6899921501619,-0.591533033137921,-7.09839639765505
"1410","latinx","Acosta","male",2013,"Respiratory",80.0609432187543,-0.707968013855861,-8.49561616627034
"1411","nhw","Acosta","female",2014,"Respiratory",81.2016592198798,-0.969145920372725,-11.6297510444727
"1412","nhw","Acosta","male",2014,"Respiratory",76.4948359810366,-0.840253305011572,-10.0830396601389
"1413","nhb","Acosta","female",2014,"Respiratory",78.1702149165092,-0.655802909206116,-7.86963491047339
"1414","nhb","Acosta","male",2014,"Respiratory",72.0423021711168,-0.683080229077419,-8.19696274892902
"1415","latinx","Acosta","female",2014,"Respiratory",84.8691691836429,-0.608694754660547,-7.30433705592657
"1416","latinx","Acosta","male",2014,"Respiratory",80.1821101927682,-0.6842470081328,-8.2109640975936
"1417","nhw","Acosta","female",2015,"Respiratory",81.0273200851816,-0.979715066350636,-11.7565807962076
"1418","nhw","Acosta","male",2015,"Respiratory",76.3332390614916,-0.833587568519434,-10.0030508222332
"1419","nhb","Acosta","female",2015,"Respiratory",78.107996370024,-0.649756342474376,-7.79707610969251
"1420","nhb","Acosta","male",2015,"Respiratory",71.7190474589254,-0.690014277246078,-8.28017132695294
"1421","latinx","Acosta","female",2015,"Respiratory",84.8104525043823,-0.577339062112415,-6.92806874534898
"1422","latinx","Acosta","male",2015,"Respiratory",80.0390792203371,-0.633990636192195,-7.60788763430634
"1423","nhw","Acosta","female",2016,"Respiratory",81.0688498147077,-0.958370288711706,-11.5004434645405
"1424","nhw","Acosta","male",2016,"Respiratory",76.1991587542719,-0.820277658533072,-9.84333190239687
"1425","nhb","Acosta","female",2016,"Respiratory",77.9696601136623,-0.661477082491785,-7.93772498990143
"1426","nhb","Acosta","male",2016,"Respiratory",71.4393504479836,-0.684992000530855,-8.21990400637026
"1427","latinx","Acosta","female",2016,"Respiratory",84.9136578277131,-0.555561822418326,-6.66674186901992
"1428","latinx","Acosta","male",2016,"Respiratory",80.0348065080726,-0.651118709921477,-7.81342451905772
"1429","nhw","Acosta","female",2017,"Respiratory",81.0178320411286,-0.978255859243845,-11.7390703109261
"1430","nhw","Acosta","male",2017,"Respiratory",76.1414679902183,-0.820089008166704,-9.84106809800045
"1431","nhb","Acosta","female",2017,"Respiratory",78.0777220837473,-0.668257626685914,-8.01909152023097
"1432","nhb","Acosta","male",2017,"Respiratory",71.3188000045829,-0.66535736313898,-7.98428835766777
"1433","latinx","Acosta","female",2017,"Respiratory",84.943524552072,-0.595845817763234,-7.15014981315881
"1434","latinx","Acosta","male",2017,"Respiratory",79.9899144864707,-0.612758365356115,-7.35310038427338
"1435","nhw","Acosta","female",2018,"Respiratory",81.1699850345079,-0.974273210417536,-11.6912785250104
"1436","nhw","Acosta","male",2018,"Respiratory",76.3101125511254,-0.836692704099875,-10.0403124491985
"1437","nhb","Acosta","female",2018,"Respiratory",78.163469915128,-0.700843111589435,-8.41011733907322
"1438","nhb","Acosta","male",2018,"Respiratory",71.3758666219555,-0.688870723035009,-8.26644867642011
"1439","latinx","Acosta","female",2018,"Respiratory",85.1021710819168,-0.595494647292156,-7.14593576750588
"1440","latinx","Acosta","male",2018,"Respiratory",80.0678568745441,-0.640928242739392,-7.6911389128727
"1441","nhw","Acosta","female",2019,"Respiratory",81.3674518762129,-0.937569572132773,-11.2508348655933
"1442","nhw","Acosta","male",2019,"Respiratory",76.4654828070975,-0.788636621328067,-9.4636394559368
"1443","nhb","Acosta","female",2019,"Respiratory",78.2759667813221,-0.657839959409969,-7.89407951291963
"1444","nhb","Acosta","male",2019,"Respiratory",71.4327785226768,-0.666050505073116,-7.99260606087739
"1445","latinx","Acosta","female",2019,"Respiratory",85.2512385174442,-0.53790922269306,-6.45491067231671
"1446","latinx","Acosta","male",2019,"Respiratory",80.1476677137057,-0.618632284814069,-7.42358741776883
"1447","nhw","Acosta","female",2020,"Respiratory",80.2121747443938,-0.798564294344956,-9.58277153213947
"1448","nhw","Acosta","male",2020,"Respiratory",74.9323460768662,-0.677353218639382,-8.12823862367259
"1449","nhb","Acosta","female",2020,"Respiratory",75.5168175251525,-0.577010811127622,-6.92412973353146
"1450","nhb","Acosta","male",2020,"Respiratory",67.7944462115511,-0.539315692223241,-6.47178830667889
"1451","latinx","Acosta","female",2020,"Respiratory",82.3420817228026,-0.435852802796219,-5.23023363355463
"1452","latinx","Acosta","male",2020,"Respiratory",75.6218487269796,-0.433824877113238,-5.20589852535886
"1453","nhw","Adair","female",2010,"Respiratory",81.0958358509852,-0.925355085259469,-11.1042610231136
"1454","nhw","Adair","male",2010,"Respiratory",76.3627105101001,-0.812674906478378,-9.75209887774054
"1455","nhb","Adair","female",2010,"Respiratory",77.643389616709,-0.595875628950154,-7.15050754740184
"1456","nhb","Adair","male",2010,"Respiratory",71.3974880681674,-0.653239334761395,-7.83887201713674
"1457","latinx","Adair","female",2010,"Respiratory",84.5704956077972,-0.601524999963473,-7.21829999956168
"1458","latinx","Adair","male",2010,"Respiratory",79.6855393094469,-0.7124140591268,-8.5489687095216
"1459","nhw","Adair","female",2011,"Respiratory",81.0559078234707,-0.948563362071909,-11.3827603448629
"1460","nhw","Adair","male",2011,"Respiratory",76.3683150807214,-0.843231651253532,-10.1187798150424
"1461","nhb","Adair","female",2011,"Respiratory",77.7747835111895,-0.632295869103714,-7.58755042924457
"1462","nhb","Adair","male",2011,"Respiratory",71.691612316504,-0.685621030776772,-8.22745236932127
"1463","latinx","Adair","female",2011,"Respiratory",84.6397629727617,-0.619052314749652,-7.42862777699582
"1464","latinx","Adair","male",2011,"Respiratory",79.9619297837395,-0.714886482236253,-8.57863778683503
"1465","nhw","Adair","female",2012,"Respiratory",81.1605632551706,-0.933650288237729,-11.2038034588527
"1466","nhw","Adair","male",2012,"Respiratory",76.5098074861679,-0.813938902771497,-9.76726683325796
"1467","nhb","Adair","female",2012,"Respiratory",78.0584103142106,-0.614910498731192,-7.3789259847743
"1468","nhb","Adair","male",2012,"Respiratory",71.8070340366304,-0.66957935206581,-8.03495222478972
"1469","latinx","Adair","female",2012,"Respiratory",84.6419038870435,-0.56401303833286,-6.76815645999432
"1470","latinx","Adair","male",2012,"Respiratory",80.0079522616595,-0.646948189886672,-7.76337827864006
"1471","nhw","Adair","female",2013,"Respiratory",81.1415073315867,-0.98107457033079,-11.7728948439695
"1472","nhw","Adair","male",2013,"Respiratory",76.4669538826248,-0.847955348979141,-10.1754641877497
"1473","nhb","Adair","female",2013,"Respiratory",78.0362380401684,-0.659002684923806,-7.90803221908567
"1474","nhb","Adair","male",2013,"Respiratory",71.8283628933767,-0.697534082065786,-8.37040898478944
"1475","latinx","Adair","female",2013,"Respiratory",84.6899921501619,-0.591533033137921,-7.09839639765505
"1476","latinx","Adair","male",2013,"Respiratory",80.0609432187543,-0.707968013855861,-8.49561616627034
"1477","nhw","Adair","female",2014,"Respiratory",81.2016592198798,-0.969145920372725,-11.6297510444727
"1478","nhw","Adair","male",2014,"Respiratory",76.4948359810366,-0.840253305011572,-10.0830396601389
"1479","nhb","Adair","female",2014,"Respiratory",78.1702149165092,-0.655802909206116,-7.86963491047339
"1480","nhb","Adair","male",2014,"Respiratory",72.0423021711168,-0.683080229077419,-8.19696274892902
"1481","latinx","Adair","female",2014,"Respiratory",84.8691691836429,-0.608694754660547,-7.30433705592657
"1482","latinx","Adair","male",2014,"Respiratory",80.1821101927682,-0.6842470081328,-8.2109640975936
"1483","nhw","Adair","female",2015,"Respiratory",81.0273200851816,-0.979715066350636,-11.7565807962076
"1484","nhw","Adair","male",2015,"Respiratory",76.3332390614916,-0.833587568519434,-10.0030508222332
"1485","nhb","Adair","female",2015,"Respiratory",78.107996370024,-0.649756342474376,-7.79707610969251
"1486","nhb","Adair","male",2015,"Respiratory",71.7190474589254,-0.690014277246078,-8.28017132695294
"1487","latinx","Adair","female",2015,"Respiratory",84.8104525043823,-0.577339062112415,-6.92806874534898
"1488","latinx","Adair","male",2015,"Respiratory",80.0390792203371,-0.633990636192195,-7.60788763430634
"1489","nhw","Adair","female",2016,"Respiratory",81.0688498147077,-0.958370288711706,-11.5004434645405
"1490","nhw","Adair","male",2016,"Respiratory",76.1991587542719,-0.820277658533072,-9.84333190239687
"1491","nhb","Adair","female",2016,"Respiratory",77.9696601136623,-0.661477082491785,-7.93772498990143
"1492","nhb","Adair","male",2016,"Respiratory",71.4393504479836,-0.684992000530855,-8.21990400637026
"1493","latinx","Adair","female",2016,"Respiratory",84.9136578277131,-0.555561822418326,-6.66674186901992
"1494","latinx","Adair","male",2016,"Respiratory",80.0348065080726,-0.651118709921477,-7.81342451905772
"1495","nhw","Adair","female",2017,"Respiratory",81.0178320411286,-0.978255859243845,-11.7390703109261
"1496","nhw","Adair","male",2017,"Respiratory",76.1414679902183,-0.820089008166704,-9.84106809800045
"1497","nhb","Adair","female",2017,"Respiratory",78.0777220837473,-0.668257626685914,-8.01909152023097
"1498","nhb","Adair","male",2017,"Respiratory",71.3188000045829,-0.66535736313898,-7.98428835766777
"1499","latinx","Adair","female",2017,"Respiratory",84.943524552072,-0.595845817763234,-7.15014981315881
"1500","latinx","Adair","male",2017,"Respiratory",79.9899144864707,-0.612758365356115,-7.35310038427338
"1501","nhw","Adair","female",2018,"Respiratory",81.1699850345079,-0.974273210417536,-11.6912785250104
"1502","nhw","Adair","male",2018,"Respiratory",76.3101125511254,-0.836692704099875,-10.0403124491985
"1503","nhb","Adair","female",2018,"Respiratory",78.163469915128,-0.700843111589435,-8.41011733907322
"1504","nhb","Adair","male",2018,"Respiratory",71.3758666219555,-0.688870723035009,-8.26644867642011
"1505","latinx","Adair","female",2018,"Respiratory",85.1021710819168,-0.595494647292156,-7.14593576750588
"1506","latinx","Adair","male",2018,"Respiratory",80.0678568745441,-0.640928242739392,-7.6911389128727
"1507","nhw","Adair","female",2019,"Respiratory",81.3674518762129,-0.937569572132773,-11.2508348655933
"1508","nhw","Adair","male",2019,"Respiratory",76.4654828070975,-0.788636621328067,-9.4636394559368
"1509","nhb","Adair","female",2019,"Respiratory",78.2759667813221,-0.657839959409969,-7.89407951291963
"1510","nhb","Adair","male",2019,"Respiratory",71.4327785226768,-0.666050505073116,-7.99260606087739
"1511","latinx","Adair","female",2019,"Respiratory",85.2512385174442,-0.53790922269306,-6.45491067231671
"1512","latinx","Adair","male",2019,"Respiratory",80.1476677137057,-0.618632284814069,-7.42358741776883
"1513","nhw","Adair","female",2020,"Respiratory",80.2121747443938,-0.798564294344956,-9.58277153213947
"1514","nhw","Adair","male",2020,"Respiratory",74.9323460768662,-0.677353218639382,-8.12823862367259
"1515","nhb","Adair","female",2020,"Respiratory",75.5168175251525,-0.577010811127622,-6.92412973353146
"1516","nhb","Adair","male",2020,"Respiratory",67.7944462115511,-0.539315692223241,-6.47178830667889
"1517","latinx","Adair","female",2020,"Respiratory",82.3420817228026,-0.435852802796219,-5.23023363355463
"1518","latinx","Adair","male",2020,"Respiratory",75.6218487269796,-0.433824877113238,-5.20589852535886
"1519","nhw","Contributing","female",2010,"Respiratory",81.0958358509852,-0.909673786223436,-10.9160854346812
"1520","nhw","Contributing","male",2010,"Respiratory",76.3627105101001,-0.802087113816768,-9.62504536580121
"1521","nhb","Contributing","female",2010,"Respiratory",77.643389616709,-0.578050672846416,-6.93660807415699
"1522","nhb","Contributing","male",2010,"Respiratory",71.3974880681674,-0.643534220535741,-7.7224106464289
"1523","latinx","Contributing","female",2010,"Respiratory",84.5704956077972,-0.590944945391101,-7.09133934469321
"1524","latinx","Contributing","male",2010,"Respiratory",79.6855393094469,-0.70473964516944,-8.45687574203328
"1525","nhw","Contributing","female",2011,"Respiratory",81.0559078234707,-0.932152710919397,-11.1858325310328
"1526","nhw","Contributing","male",2011,"Respiratory",76.3683150807214,-0.831061775943837,-9.97274131132605
"1527","nhb","Contributing","female",2011,"Respiratory",77.7747835111895,-0.614184559676914,-7.37021471612297
"1528","nhb","Contributing","male",2011,"Respiratory",71.691612316504,-0.676906370266849,-8.12287644320219
"1529","latinx","Contributing","female",2011,"Respiratory",84.6397629727617,-0.609060262551495,-7.30872315061794
"1530","latinx","Contributing","male",2011,"Respiratory",79.9619297837395,-0.707928702451284,-8.4951444294154
"1531","nhw","Contributing","female",2012,"Respiratory",81.1605632551706,-0.916106104093529,-10.9932732491224
"1532","nhw","Contributing","male",2012,"Respiratory",76.5098074861679,-0.802520990151947,-9.63025188182337
"1533","nhb","Contributing","female",2012,"Respiratory",78.0584103142106,-0.594912014748758,-7.13894417698509
"1534","nhb","Contributing","male",2012,"Respiratory",71.8070340366304,-0.660314349186976,-7.92377219024371
"1535","latinx","Contributing","female",2012,"Respiratory",84.6419038870435,-0.554471454480819,-6.65365745376982
"1536","latinx","Contributing","male",2012,"Respiratory",80.0079522616595,-0.639236870681216,-7.6708424481746
"1537","nhw","Contributing","female",2013,"Respiratory",81.1415073315867,-0.962595992492055,-11.5511519099047
"1538","nhw","Contributing","male",2013,"Respiratory",76.4669538826248,-0.833809633655164,-10.005715603862
"1539","nhb","Contributing","female",2013,"Respiratory",78.0362380401684,-0.638763417813578,-7.66516101376294
"1540","nhb","Contributing","male",2013,"Respiratory",71.8283628933767,-0.687647236300251,-8.25176683560301
"1541","latinx","Contributing","female",2013,"Respiratory",84.6899921501619,-0.577434242987763,-6.92921091585316
"1542","latinx","Contributing","male",2013,"Respiratory",80.0609432187543,-0.70073683021532,-8.40884196258384
"1543","nhw","Contributing","female",2014,"Respiratory",81.2016592198798,-0.949444613670778,-11.3933353640493
"1544","nhw","Contributing","male",2014,"Respiratory",76.4948359810366,-0.825797982780188,-9.90957579336225
"1545","nhb","Contributing","female",2014,"Respiratory",78.1702149165092,-0.63472004042201,-7.61664048506412
"1546","nhb","Contributing","male",2014,"Respiratory",72.0423021711168,-0.673427500212028,-8.08113000254434
"1547","latinx","Contributing","female",2014,"Respiratory",84.8691691836429,-0.594928144919706,-7.13913773903647
"1548","latinx","Contributing","male",2014,"Respiratory",80.1821101927682,-0.674591009621395,-8.09509211545674
"1549","nhw","Contributing","female",2015,"Respiratory",81.0273200851816,-0.960735603552124,-11.5288272426255
"1550","nhw","Contributing","male",2015,"Respiratory",76.3332390614916,-0.819230945038797,-9.83077134046556
"1551","nhb","Contributing","female",2015,"Respiratory",78.107996370024,-0.628293962116587,-7.53952754539904
"1552","nhb","Contributing","male",2015,"Respiratory",71.7190474589254,-0.677246751795479,-8.12696102154575
"1553","latinx","Contributing","female",2015,"Respiratory",84.8104525043823,-0.56490685811886,-6.77888229742632
"1554","latinx","Contributing","male",2015,"Respiratory",80.0390792203371,-0.626536651729538,-7.51843982075445
"1555","nhw","Contributing","female",2016,"Respiratory",81.0688498147077,-0.937074452781815,-11.2448934333818
"1556","nhw","Contributing","male",2016,"Respiratory",76.1991587542719,-0.806016056901839,-9.67219268282207
"1557","nhb","Contributing","female",2016,"Respiratory",77.9696601136623,-0.637588474302973,-7.65106169163568
"1558","nhb","Contributing","male",2016,"Respiratory",71.4393504479836,-0.674108833601537,-8.08930600321844
"1559","latinx","Contributing","female",2016,"Respiratory",84.9136578277131,-0.54461077524239,-6.53532930290868
"1560","latinx","Contributing","male",2016,"Respiratory",80.0348065080726,-0.643198970127784,-7.71838764153341
"1561","nhw","Contributing","female",2017,"Respiratory",81.0178320411286,-0.956405633044554,-11.4768675965346
"1562","nhw","Contributing","male",2017,"Respiratory",76.1414679902183,-0.805209074230135,-9.66250889076161
"1563","nhb","Contributing","female",2017,"Respiratory",78.0777220837473,-0.646817227444942,-7.7618067293393
"1564","nhb","Contributing","male",2017,"Respiratory",71.3188000045829,-0.653443841354076,-7.84132609624891
"1565","latinx","Contributing","female",2017,"Respiratory",84.943524552072,-0.583782485276586,-7.00538982331904
"1566","latinx","Contributing","male",2017,"Respiratory",79.9899144864707,-0.605285222425323,-7.26342266910387
"1567","nhw","Contributing","female",2018,"Respiratory",81.1699850345079,-0.953895123712343,-11.4467414845481
"1568","nhw","Contributing","male",2018,"Respiratory",76.3101125511254,-0.821020552438569,-9.85224662926282
"1569","nhb","Contributing","female",2018,"Respiratory",78.163469915128,-0.676201770335709,-8.11442124402851
"1570","nhb","Contributing","male",2018,"Respiratory",71.3758666219555,-0.674133655180555,-8.08960386216665
"1571","latinx","Contributing","female",2018,"Respiratory",85.1021710819168,-0.584637982674579,-7.01565579209495
"1572","latinx","Contributing","male",2018,"Respiratory",80.0678568745441,-0.632558347156447,-7.59070016587737
"1573","nhw","Contributing","female",2019,"Respiratory",81.3674518762129,-0.917247829209131,-11.0069739505096
"1574","nhw","Contributing","male",2019,"Respiratory",76.4654828070975,-0.773572075075137,-9.28286490090164
"1575","nhb","Contributing","female",2019,"Respiratory",78.2759667813221,-0.634943049912962,-7.61931659895555
"1576","nhb","Contributing","male",2019,"Respiratory",71.4327785226768,-0.654683097799662,-7.85619717359594
"1577","latinx","Contributing","female",2019,"Respiratory",85.2512385174442,-0.527216917573185,-6.32660301087822
"1578","latinx","Contributing","male",2019,"Respiratory",80.1476677137057,-0.609000082580664,-7.30800099096797
"1579","nhw","Contributing","female",2020,"Respiratory",80.2121747443938,-0.775201506811541,-9.30241808173849
"1580","nhw","Contributing","male",2020,"Respiratory",74.9323460768662,-0.660406803906355,-7.92488164687626
"1581","nhb","Contributing","female",2020,"Respiratory",75.5168175251525,-0.547340774786306,-6.56808929743568
"1582","nhb","Contributing","male",2020,"Respiratory",67.7944462115511,-0.52529528577017,-6.30354342924204
"1583","latinx","Contributing","female",2020,"Respiratory",82.3420817228026,-0.424068369155037,-5.08882042986045
"1584","latinx","Contributing","male",2020,"Respiratory",75.6218487269796,-0.423118185319822,-5.07741822383787
"1585","nhw","Underlying","female",2010,"Respiratory",81.0958358509852,-0.925355085259469,-11.1042610231136
"1586","nhw","Underlying","male",2010,"Respiratory",76.3627105101001,-0.812674906478378,-9.75209887774054
"1587","nhb","Underlying","female",2010,"Respiratory",77.643389616709,-0.595875628950154,-7.15050754740184
"1588","nhb","Underlying","male",2010,"Respiratory",71.3974880681674,-0.653239334761395,-7.83887201713674
"1589","latinx","Underlying","female",2010,"Respiratory",84.5704956077972,-0.601524999963473,-7.21829999956168
"1590","latinx","Underlying","male",2010,"Respiratory",79.6855393094469,-0.7124140591268,-8.5489687095216
"1591","nhw","Underlying","female",2011,"Respiratory",81.0559078234707,-0.948563362071909,-11.3827603448629
"1592","nhw","Underlying","male",2011,"Respiratory",76.3683150807214,-0.843231651253532,-10.1187798150424
"1593","nhb","Underlying","female",2011,"Respiratory",77.7747835111895,-0.632295869103714,-7.58755042924457
"1594","nhb","Underlying","male",2011,"Respiratory",71.691612316504,-0.685621030776772,-8.22745236932127
"1595","latinx","Underlying","female",2011,"Respiratory",84.6397629727617,-0.619052314749652,-7.42862777699582
"1596","latinx","Underlying","male",2011,"Respiratory",79.9619297837395,-0.714886482236253,-8.57863778683503
"1597","nhw","Underlying","female",2012,"Respiratory",81.1605632551706,-0.933650288237729,-11.2038034588527
"1598","nhw","Underlying","male",2012,"Respiratory",76.5098074861679,-0.813938902771497,-9.76726683325796
"1599","nhb","Underlying","female",2012,"Respiratory",78.0584103142106,-0.614910498731192,-7.3789259847743
"1600","nhb","Underlying","male",2012,"Respiratory",71.8070340366304,-0.66957935206581,-8.03495222478972
"1601","latinx","Underlying","female",2012,"Respiratory",84.6419038870435,-0.56401303833286,-6.76815645999432
"1602","latinx","Underlying","male",2012,"Respiratory",80.0079522616595,-0.646948189886672,-7.76337827864006
