"","reth","sex","year","x","nx","mx","px","qx","lx","dx","Lx","Tx","ex","edx","ex_q025","ex_q975","edx_q025","edx_q975"
"16","nhw","female",2010,15,1,0.000191623275608273,0.999808395082959,0.000191604917041066,0.992983945243255,0.000190260606451442,0.992888811901866,66.1849021823044,66.6525400529924,10.3145891147949,66.6296856989051,66.6777303562456,10.296531778038,10.3317485369502
"17","nhw","female",2010,16,1,0.000263744695135109,0.999736290082439,0.000263709917560528,0.992793684636804,0.000261809540730185,0.992662774112165,65.1920133704026,65.6652176370883,10.3038870237206,65.6420760778514,65.6894914671692,10.285940441557,10.3208089442757
"18","nhw","female",2010,17,1,0.000299255822422438,0.999700788950135,0.000299211049865078,0.992531875096074,0.000296976504371993,0.992383379437719,64.1993505962904,64.6824068900318,10.2894134634377,64.6585074439822,64.7072993888702,10.2717335744814,10.3055316717734
"19","nhw","female",2010,18,1,0.000356988290295053,0.999643075422443,0.000356924577557094,0.992234898591702,0.000354153022017245,0.992057811544841,63.2069672168527,63.7016167306387,10.2732803832,63.678135980891,63.7263704992353,10.2554218606754,10.2892041899447
"20","nhw","female",2010,19,1,0.000425118521469273,0.999574971828606,0.000425028171394226,0.991880745569684,0.000421577259530626,0.99166994200486,62.2149094053078,62.7241830060678,10.2543781852202,62.700626002205,62.7479767885446,10.2372757623506,10.2702731324476
"21","nhw","female",2010,20,1,0.000409273321159275,0.999590810419742,0.000409189580258262,0.991459168310154,0.000405694760924113,0.991256307093204,61.223239463303,61.7506412973638,10.2322745366766,61.7270512359065,61.773724128004,10.2154461180838,10.2479579171756
"22","nhw","female",2010,21,1,0.00047037030751065,0.99952974029926,0.000470259700740328,0.99105347354923,0.000466052509888848,0.990820429026115,60.2319831562098,60.7757146952957,10.2113846747959,60.751980628158,60.8000180722084,10.1953432024713,10.2273356460889
"23","nhw","female",2010,22,1,0.000460218575110789,0.999539887309214,0.000460112690786274,0.990587421039341,0.0004557818437535,0.990359512637618,59.2411627271837,59.8040732891872,10.1878236902092,59.7802610677247,59.8287168921618,10.1715052999585,10.2038696162266
"24","nhw","female",2010,23,1,0.000476305267620386,0.999523808147726,0.000476191852273877,0.990131639195587,0.000471492619263492,0.989895874171332,58.2508032145461,58.8313724242473,10.1652079943369,58.807198052491,58.8554893567848,10.1486944815984,10.1809623327848
"25","nhw","female",2010,24,1,0.000547953308134601,0.999452196790862,0.000547803209137609,0.989660146576324,0.000542139004250153,0.989389052318633,57.2609073403747,57.8591626008845,10.1422541121006,57.8343423779332,57.8837354424282,10.1256262235429,10.1579067622434
"26","nhw","female",2010,25,1,0.000529915942691292,0.999470224437964,0.000529775562035928,0.989118007572074,0.00052401054838136,0.988855979157862,56.2715182880561,56.8906013815099,10.116365745242,56.8663478881139,56.9151803657837,10.099635120384,10.132043490665
"27","nhw","female",2010,26,1,0.000555576441887957,0.999444577862126,0.00055542213787374,0.988593997023692,0.00054908699131595,0.98831942810614,55.2826623088982,55.9204916025535,10.0918298699886,55.8972887042489,55.946033622087,10.0752738548901,10.107770384005
"28","nhw","female",2010,27,1,0.000546909591826694,0.999453239935963,0.000546760064036533,0.988044910032376,0.000540223498280312,0.987774773662224,54.2943428807921,54.9512905025875,10.0666307784534,54.9285710267437,54.9758938340954,10.0507870505293,10.0816252897493
"29","nhw","female",2010,28,1,0.000629888495811528,0.999370309842301,0.000629690157698759,0.987504686534096,0.000621821981791948,0.987193742903357,53.3065681071299,53.9810786055336,10.0423415952324,53.9576021133814,54.005877400525,10.0266813866673,10.0570850930939
"30","nhw","female",2010,29,1,0.000671454452731666,0.999328770922363,0.000671229077636504,0.986882864552304,0.000662424474908718,0.986551615249238,52.3193743642265,53.0147763665559,10.0149607990821,52.9911907578521,53.0386250743385,9.99968188311567,10.0299803849034
"31","nhw","female",2010,30,1,0.000717765010260777,0.999282492521425,0.000717507478575241,0.986220440077395,0.000707620541279264,0.985866587481287,51.3328227489773,52.0500495253869,9.98640267985408,52.026545400052,52.0745213386928,9.97142998896541,10.0010798216755
"32","nhw","female",2010,31,1,0.000690533909439193,0.999309704454232,0.000690295545768382,0.985512819536116,0.000680295109623419,0.985172632834078,50.346956161496,51.0870636722863,9.95654575087211,51.0635762127439,51.1120456785631,9.94205317444554,9.97137205838471
"33","nhw","female",2010,32,1,0.000790948251266966,0.999209364465848,0.00079063553415204,0.984832524426493,0.000778643589000261,0.984443151309843,49.3617835286619,50.1220078585516,9.92846724195099,50.0988910790217,50.1466167375291,9.91365865038396,9.94368318082077
"34","nhw","female",2010,33,1,0.000795205011298649,0.999205111080415,0.000794888919585124,0.984053880837492,0.000782213526152487,0.983662722239456,48.3773403773521,49.1612718768812,9.89704375197136,49.1383009509962,49.1852100868989,9.88203405267991,9.91233223036126
"35","nhw","female",2010,34,1,0.00087530403970247,0.999125078927133,0.00087492107286713,0.98327166731134,0.000860285102083913,0.982841462009404,47.3936776551126,48.199983006432,9.86619058619502,48.1777665925591,48.2238916681854,9.85174396956909,9.88112456159736
"36","nhw","female",2010,35,1,0.000894254612738317,0.999106145113757,0.000893854886243384,0.982411382209256,0.000878133214288757,0.981972250162406,46.4108361931032,47.2417533363,9.83304172843497,47.219530544208,47.2647293853069,9.81909707323614,9.8471001454782
"37","nhw","female",2010,36,1,0.00107271466514103,0.998927860487559,0.00107213951244123,0.981533248994967,0.00105234057902237,0.98100698463372,45.4288639429408,46.2835711265587,9.8000024744026,46.2621848785767,46.3060923605122,9.78652348836947,9.81465541926884
"38","nhw","female",2010,37,1,0.00108271540442372,0.998917870520417,0.00108212947958264,0.980480908415945,0.0010610072951649,0.979950309037696,44.4478569583071,45.332710282056,9.761355291465,45.3114258286583,45.3561373023658,9.74719594659859,9.77556137103211
"39","nhw","female",2010,38,1,0.00116833275957404,0.998832349475426,0.0011676505245739,0.97941990112078,0.00114362016132175,0.978847979696035,43.4679066492694,44.3812777334091,9.72333612454403,44.3597032666421,44.4046336913536,9.7097063697632,9.73835182252618
"40","nhw","female",2010,39,1,0.00121474584039865,0.998785991664672,0.00121400833532759,0.978276280959458,0.0011876355593381,0.977682342956893,42.4890586695733,43.432575742204,9.68337497637701,43.4110745098268,43.4561344888249,9.66945581547482,9.6977948299635
"41","nhw","female",2010,40,1,0.00131300024977951,0.99868786135791,0.00131213864208979,0.97708864540012,0.00128207576837669,0.976447467235431,41.5113763266164,42.4847597216908,9.64292939233513,42.4626994408025,42.5075376322531,9.62965416993831,9.65719183900283
"42","nhw","female",2010,41,1,0.00143695127094276,0.998564080649203,0.00143591935079734,0.975806569631744,0.0014011795359693,0.975105812078101,40.534928859381,41.5399220715212,9.60040043278744,41.517287608245,41.56262634138,9.58693966270015,9.61461226356159
